#Coverage	Number of genomic locations
1651.0	2.0
1652.0	6.0
1653.0	6.0
1654.0	11.0
1655.0	5.0
1656.0	8.0
1657.0	3.0
1658.0	6.0
1659.0	8.0
1661.0	3.0
1662.0	5.0
1663.0	2.0
1664.0	3.0
1665.0	3.0
1666.0	6.0
1667.0	5.0
1668.0	1.0
1669.0	6.0
1670.0	6.0
1671.0	5.0
1672.0	3.0
1673.0	3.0
1674.0	6.0
1675.0	2.0
1676.0	4.0
1677.0	7.0
1678.0	5.0
1679.0	8.0
1680.0	10.0
1681.0	8.0
1682.0	10.0
1683.0	10.0
1684.0	7.0
1685.0	8.0
1686.0	6.0
1687.0	5.0
1688.0	1.0
1689.0	5.0
1690.0	1.0
1691.0	10.0
1692.0	5.0
1693.0	4.0
1694.0	8.0
1695.0	5.0
1696.0	4.0
1697.0	9.0
1698.0	5.0
1699.0	8.0
1700.0	2.0
1701.0	5.0
1702.0	3.0
1703.0	7.0
1704.0	5.0
1705.0	6.0
1706.0	8.0
1707.0	5.0
1708.0	9.0
1709.0	2.0
1710.0	1.0
1711.0	1.0
1712.0	9.0
1713.0	7.0
1714.0	3.0
1715.0	5.0
1716.0	6.0
1717.0	5.0
1718.0	4.0
1719.0	5.0
1720.0	2.0
1721.0	12.0
1722.0	5.0
1723.0	5.0
1724.0	2.0
1725.0	7.0
1726.0	7.0
1727.0	2.0
1728.0	7.0
1729.0	7.0
1730.0	9.0
1731.0	9.0
1732.0	3.0
1733.0	6.0
1734.0	9.0
1735.0	7.0
1736.0	7.0
1737.0	3.0
1738.0	4.0
1739.0	2.0
1740.0	3.0
1741.0	8.0
1742.0	6.0
1743.0	7.0
1744.0	9.0
1745.0	4.0
1746.0	4.0
1747.0	9.0
1748.0	8.0
1749.0	7.0
1750.0	7.0
1751.0	6.0
1752.0	4.0
1753.0	4.0
1754.0	6.0
1755.0	5.0
1756.0	4.0
1757.0	6.0
1758.0	7.0
1759.0	10.0
1760.0	4.0
1761.0	6.0
1762.0	11.0
1763.0	5.0
1764.0	6.0
1765.0	13.0
1766.0	10.0
1767.0	3.0
1768.0	7.0
1769.0	7.0
1770.0	4.0
1771.0	7.0
1772.0	4.0
1773.0	3.0
1774.0	4.0
1775.0	6.0
1776.0	4.0
1777.0	2.0
1778.0	8.0
1779.0	3.0
1780.0	2.0
1781.0	3.0
1782.0	3.0
1783.0	6.0
1784.0	4.0
1785.0	3.0
1786.0	4.0
1787.0	4.0
1788.0	4.0
1789.0	11.0
1790.0	3.0
1791.0	5.0
1792.0	3.0
1793.0	1.0
1794.0	2.0
1795.0	5.0
1796.0	8.0
1797.0	5.0
1798.0	4.0
1799.0	6.0
1800.0	1.0
1801.0	4.0
1802.0	7.0
1803.0	8.0
1804.0	5.0
1805.0	5.0
1806.0	3.0
1807.0	2.0
1808.0	7.0
1809.0	2.0
1810.0	8.0
1811.0	5.0
1812.0	3.0
1813.0	4.0
1814.0	4.0
1815.0	6.0
1816.0	7.0
1817.0	1.0
1818.0	1.0
1819.0	4.0
1820.0	7.0
1821.0	4.0
1822.0	10.0
1823.0	4.0
1824.0	4.0
1825.0	9.0
1826.0	10.0
1827.0	7.0
1828.0	2.0
1829.0	8.0
1830.0	4.0
1831.0	1.0
1832.0	5.0
1833.0	2.0
1834.0	3.0
1835.0	7.0
1836.0	1.0
1837.0	3.0
1838.0	3.0
1839.0	3.0
1840.0	4.0
1841.0	1.0
1842.0	4.0
1843.0	2.0
1844.0	6.0
1845.0	8.0
1846.0	3.0
1847.0	2.0
1848.0	2.0
1849.0	1.0
1850.0	2.0
1851.0	4.0
1852.0	3.0
1853.0	3.0
1854.0	3.0
1855.0	3.0
1856.0	2.0
1857.0	3.0
1858.0	2.0
1859.0	1.0
1860.0	4.0
1862.0	4.0
1863.0	2.0
1864.0	5.0
1865.0	4.0
1866.0	3.0
1867.0	3.0
1868.0	1.0
1869.0	2.0
1870.0	2.0
1871.0	2.0
1872.0	6.0
1873.0	1.0
1874.0	3.0
1875.0	3.0
1876.0	4.0
1877.0	3.0
1878.0	2.0
1879.0	2.0
1880.0	6.0
1881.0	2.0
1882.0	3.0
1883.0	2.0
1884.0	6.0
1885.0	3.0
1886.0	1.0
1887.0	3.0
1888.0	2.0
1889.0	5.0
1890.0	1.0
1891.0	3.0
1892.0	4.0
1893.0	6.0
1894.0	1.0
1895.0	4.0
1896.0	1.0
1897.0	4.0
1898.0	3.0
1899.0	3.0
1900.0	2.0
1901.0	2.0
1902.0	2.0
1903.0	5.0
1904.0	5.0
1905.0	7.0
1906.0	8.0
1908.0	5.0
1909.0	2.0
1910.0	3.0
1912.0	2.0
1913.0	3.0
1914.0	3.0
1915.0	4.0
1916.0	6.0
1917.0	4.0
1918.0	5.0
1919.0	3.0
1920.0	3.0
1921.0	1.0
1922.0	5.0
1923.0	5.0
1924.0	1.0
1925.0	2.0
1926.0	4.0
1927.0	2.0
1928.0	2.0
1929.0	6.0
1930.0	8.0
1931.0	4.0
1932.0	6.0
1933.0	11.0
1934.0	8.0
1935.0	8.0
1936.0	3.0
1937.0	3.0
1938.0	2.0
1939.0	7.0
1940.0	5.0
1941.0	6.0
1942.0	5.0
1943.0	5.0
1944.0	6.0
1945.0	4.0
1946.0	1.0
1947.0	4.0
1948.0	7.0
1949.0	3.0
1950.0	7.0
1951.0	4.0
1952.0	4.0
1953.0	3.0
1954.0	8.0
1955.0	2.0
1956.0	4.0
1957.0	6.0
1958.0	5.0
1959.0	7.0
1960.0	4.0
1961.0	9.0
1962.0	11.0
1963.0	2.0
1964.0	2.0
1965.0	4.0
1966.0	7.0
1967.0	6.0
1968.0	4.0
1969.0	5.0
1970.0	8.0
1971.0	2.0
1972.0	7.0
1973.0	5.0
1974.0	4.0
1975.0	3.0
1976.0	9.0
1977.0	10.0
1978.0	8.0
1979.0	4.0
1980.0	4.0
1981.0	3.0
1982.0	4.0
1983.0	6.0
1984.0	3.0
1985.0	3.0
1986.0	3.0
1987.0	4.0
1988.0	3.0
1989.0	4.0
1990.0	3.0
1991.0	1.0
1992.0	7.0
1993.0	4.0
1994.0	5.0
1995.0	6.0
1996.0	5.0
1997.0	3.0
1998.0	3.0
1999.0	2.0
2000.0	4.0
2001.0	3.0
2002.0	2.0
2003.0	5.0
2004.0	1.0
2006.0	3.0
2007.0	3.0
2008.0	3.0
2009.0	2.0
2010.0	2.0
2011.0	5.0
2012.0	2.0
2013.0	7.0
2014.0	5.0
2015.0	5.0
2016.0	3.0
2017.0	5.0
2018.0	4.0
2019.0	3.0
2020.0	1.0
2021.0	4.0
2022.0	7.0
2023.0	8.0
2024.0	3.0
2025.0	2.0
2026.0	5.0
2027.0	1.0
2028.0	4.0
2029.0	3.0
2030.0	6.0
2031.0	2.0
2032.0	5.0
2033.0	3.0
2034.0	3.0
2035.0	3.0
2036.0	5.0
2037.0	4.0
2038.0	4.0
2039.0	2.0
2041.0	5.0
2042.0	1.0
2043.0	5.0
2044.0	3.0
2045.0	1.0
2046.0	2.0
2047.0	1.0
2048.0	1.0
2049.0	1.0
2050.0	1.0
2051.0	3.0
2052.0	2.0
2053.0	3.0
2054.0	1.0
2055.0	2.0
2056.0	1.0
2058.0	1.0
2059.0	2.0
2060.0	4.0
2061.0	3.0
2063.0	3.0
2065.0	3.0
2066.0	3.0
2067.0	2.0
2068.0	1.0
2069.0	1.0
2070.0	3.0
2072.0	1.0
2073.0	1.0
2074.0	2.0
2077.0	1.0
2078.0	1.0
2079.0	3.0
2080.0	1.0
2081.0	4.0
2082.0	1.0
2083.0	3.0
2084.0	1.0
2085.0	3.0
2086.0	2.0
2087.0	2.0
2088.0	1.0
2089.0	1.0
2090.0	2.0
2091.0	3.0
2092.0	1.0
2093.0	1.0
2094.0	2.0
2095.0	1.0
2096.0	1.0
2097.0	1.0
2098.0	4.0
2102.0	3.0
2104.0	1.0
2105.0	2.0
2106.0	2.0
2107.0	1.0
2108.0	1.0
2109.0	2.0
2110.0	2.0
2111.0	1.0
2112.0	1.0
2114.0	2.0
2115.0	1.0
2118.0	2.0
2119.0	1.0
2122.0	1.0
2123.0	2.0
2124.0	1.0
2125.0	3.0
2126.0	2.0
2127.0	2.0
2128.0	1.0
2129.0	1.0
2132.0	3.0
2133.0	1.0
2134.0	2.0
2135.0	2.0
2136.0	2.0
2137.0	1.0
2139.0	3.0
2140.0	1.0
2142.0	3.0
2143.0	2.0
2145.0	1.0
2146.0	1.0
2147.0	4.0
2148.0	4.0
2149.0	1.0
2150.0	3.0
2151.0	3.0
2152.0	2.0
2153.0	1.0
2154.0	1.0
2155.0	1.0
2156.0	1.0
2157.0	2.0
2159.0	1.0
2162.0	2.0
2163.0	1.0
2164.0	1.0
2166.0	1.0
2168.0	1.0
2170.0	1.0
2174.0	1.0
2175.0	2.0
2176.0	2.0
2177.0	1.0
2178.0	1.0
2179.0	1.0
2180.0	1.0
2182.0	4.0
2183.0	5.0
2186.0	3.0
2187.0	1.0
2189.0	1.0
2191.0	1.0
2192.0	2.0
2193.0	2.0
2197.0	1.0
2200.0	2.0
2201.0	1.0
2202.0	1.0
2203.0	2.0
2205.0	1.0
2207.0	1.0
2208.0	1.0
2209.0	2.0
2210.0	3.0
2211.0	1.0
2213.0	2.0
2214.0	1.0
2219.0	1.0
2220.0	1.0
2221.0	1.0
2222.0	1.0
2227.0	1.0
2230.0	1.0
2232.0	2.0
2233.0	1.0
2234.0	2.0
2235.0	2.0
2236.0	1.0
2238.0	2.0
2241.0	1.0
2243.0	1.0
2245.0	1.0
2246.0	1.0
2248.0	1.0
2249.0	1.0
2250.0	1.0
2251.0	1.0
2253.0	2.0
2254.0	1.0
2255.0	1.0
2263.0	3.0
2268.0	1.0
2273.0	1.0
2274.0	1.0
2276.0	2.0
2286.0	1.0
2287.0	1.0
2290.0	1.0
2297.0	1.0
2300.0	1.0
2304.0	1.0
2306.0	1.0
2307.0	1.0
2308.0	1.0
2309.0	1.0
2311.0	1.0
2315.0	1.0
2319.0	1.0
2321.0	1.0
2330.0	1.0
2331.0	1.0
2332.0	2.0
2333.0	1.0
2336.0	1.0
2337.0	1.0
2338.0	2.0
2340.0	1.0
2342.0	1.0
2344.0	1.0
2346.0	1.0
2347.0	2.0
2348.0	1.0
2354.0	1.0
2356.0	2.0
2359.0	1.0
2360.0	1.0
2362.0	1.0
2363.0	1.0
2364.0	1.0
2366.0	1.0
2367.0	1.0
2368.0	1.0
2371.0	1.0
2375.0	1.0
2377.0	1.0
2383.0	1.0
2384.0	1.0
2386.0	1.0
2388.0	2.0
2389.0	1.0
2390.0	3.0
2391.0	4.0
2392.0	1.0
2393.0	1.0
2394.0	1.0
2395.0	2.0
2396.0	4.0
2397.0	3.0
2398.0	3.0
2400.0	1.0
2401.0	3.0
2404.0	1.0
2407.0	1.0
2410.0	1.0
2411.0	2.0
2412.0	3.0
2413.0	2.0
2414.0	1.0
2415.0	2.0
2416.0	3.0
2417.0	2.0
2419.0	1.0
2420.0	3.0
2421.0	2.0
2422.0	2.0
2423.0	2.0
2424.0	1.0
2425.0	2.0
2426.0	1.0
2427.0	2.0
2428.0	1.0
2429.0	3.0
2431.0	3.0
2432.0	3.0
2434.0	2.0
2435.0	2.0
2436.0	4.0
2437.0	2.0
2438.0	2.0
2439.0	1.0
2440.0	1.0
2444.0	1.0
2445.0	1.0
2448.0	1.0
2449.0	1.0
2451.0	1.0
2453.0	2.0
2454.0	2.0
2455.0	1.0
2458.0	3.0
2459.0	2.0
2461.0	2.0
2464.0	1.0
2466.0	2.0
2469.0	2.0
2470.0	1.0
2472.0	1.0
2473.0	2.0
2474.0	1.0
2475.0	1.0
2476.0	1.0
2481.0	1.0
2482.0	2.0
2483.0	1.0
2486.0	2.0
2487.0	1.0
2488.0	1.0
2490.0	3.0
2494.0	1.0
2495.0	1.0
2497.0	3.0
2498.0	1.0
2499.0	3.0
2500.0	2.0
2501.0	3.0
2502.0	1.0
2503.0	1.0
2504.0	2.0
2505.0	2.0
2506.0	1.0
2507.0	1.0
2508.0	1.0
2509.0	1.0
2511.0	1.0
2512.0	1.0
2514.0	1.0
2516.0	2.0
2517.0	1.0
2518.0	1.0
2519.0	1.0
2520.0	1.0
2521.0	4.0
2522.0	1.0
2525.0	1.0
2527.0	1.0
2528.0	3.0
2531.0	1.0
2532.0	1.0
2536.0	1.0
2537.0	1.0
2538.0	1.0
2539.0	1.0
2541.0	1.0
2542.0	2.0
2545.0	1.0
2546.0	1.0
2548.0	3.0
2549.0	1.0
2550.0	2.0
2551.0	1.0
2554.0	1.0
2559.0	1.0
2560.0	1.0
2562.0	2.0
2563.0	2.0
2564.0	1.0
2568.0	1.0
2572.0	3.0
2573.0	1.0
2574.0	2.0
2576.0	1.0
2577.0	2.0
2581.0	1.0
2584.0	2.0
2585.0	1.0
2587.0	1.0
2589.0	1.0
2590.0	1.0
2591.0	1.0
2592.0	1.0
2593.0	1.0
2597.0	1.0
2599.0	1.0
2601.0	1.0
2602.0	2.0
2605.0	1.0
2609.0	1.0
2610.0	1.0
2612.0	1.0
2615.0	1.0
2616.0	1.0
2619.0	1.0
2620.0	2.0
2622.0	1.0
2623.0	1.0
2624.0	1.0
2625.0	5.0
2626.0	2.0
2627.0	1.0
2628.0	3.0
2629.0	1.0
2631.0	1.0
2632.0	1.0
2633.0	1.0
2634.0	2.0
2635.0	1.0
2636.0	3.0
2640.0	2.0
2642.0	2.0
2643.0	1.0
2644.0	1.0
2646.0	1.0
2647.0	2.0
2650.0	1.0
2652.0	1.0
2653.0	1.0
2654.0	3.0
2656.0	1.0
2658.0	2.0
2660.0	1.0
2661.0	3.0
2662.0	3.0
2663.0	3.0
2664.0	4.0
2666.0	2.0
2667.0	1.0
2668.0	2.0
2669.0	1.0
2670.0	1.0
2672.0	3.0
2673.0	3.0
2674.0	4.0
2675.0	1.0
2676.0	4.0
2677.0	1.0
2678.0	2.0
2679.0	2.0
2680.0	2.0
2681.0	3.0
2682.0	1.0
2683.0	2.0
2684.0	1.0
2687.0	2.0
2690.0	2.0
2691.0	4.0
2692.0	1.0
2694.0	2.0
2697.0	4.0
2698.0	3.0
2701.0	3.0
2702.0	1.0
2703.0	1.0
2706.0	2.0
2707.0	2.0
2708.0	2.0
2710.0	2.0
2711.0	3.0
2712.0	3.0
2714.0	2.0
2715.0	4.0
2716.0	1.0
2717.0	4.0
2719.0	1.0
2725.0	1.0
2728.0	3.0
2731.0	1.0
2732.0	2.0
2733.0	2.0
2734.0	1.0
2737.0	3.0
2738.0	2.0
2741.0	1.0
2742.0	1.0
2743.0	1.0
2746.0	1.0
2747.0	2.0
2748.0	1.0
2749.0	3.0
2750.0	1.0
2751.0	4.0
2752.0	2.0
2753.0	1.0
2754.0	2.0
2757.0	4.0
2759.0	2.0
2760.0	1.0
2762.0	1.0
2764.0	1.0
2766.0	4.0
2767.0	1.0
2768.0	2.0
2769.0	1.0
2772.0	1.0
2773.0	2.0
2774.0	1.0
2775.0	1.0
2776.0	1.0
2777.0	1.0
2780.0	1.0
2781.0	2.0
2782.0	2.0
2783.0	2.0
2784.0	4.0
2785.0	2.0
2788.0	2.0
2789.0	3.0
2790.0	1.0
2793.0	2.0
2794.0	1.0
2795.0	3.0
2797.0	1.0
2798.0	2.0
2799.0	1.0
2800.0	1.0
2802.0	1.0
2803.0	2.0
2804.0	1.0
2806.0	1.0
2810.0	2.0
2811.0	2.0
2812.0	1.0
2813.0	2.0
2814.0	2.0
2815.0	2.0
2817.0	3.0
2819.0	1.0
2820.0	2.0
2824.0	2.0
2825.0	1.0
2826.0	2.0
2828.0	1.0
2829.0	1.0
2830.0	4.0
2831.0	1.0
2832.0	2.0
2833.0	1.0
2834.0	2.0
2835.0	1.0
2836.0	1.0
2837.0	1.0
2839.0	1.0
2840.0	1.0
2842.0	1.0
2844.0	1.0
2845.0	3.0
2847.0	1.0
2852.0	1.0
2853.0	1.0
2854.0	2.0
2855.0	1.0
2856.0	2.0
2857.0	1.0
2858.0	2.0
2860.0	1.0
2861.0	1.0
2865.0	3.0
2866.0	1.0
2868.0	3.0
2869.0	2.0
2870.0	1.0
2871.0	1.0
2873.0	1.0
2874.0	3.0
2876.0	1.0
2877.0	2.0
2878.0	1.0
2881.0	2.0
2882.0	1.0
2883.0	2.0
2884.0	1.0
2885.0	2.0
2886.0	3.0
2890.0	1.0
2892.0	1.0
2894.0	1.0
2896.0	1.0
2897.0	1.0
2898.0	1.0
2899.0	1.0
2900.0	1.0
2901.0	1.0
2902.0	1.0
2903.0	1.0
2905.0	1.0
2908.0	2.0
2909.0	1.0
2912.0	1.0
2914.0	1.0
2916.0	1.0
2918.0	1.0
2919.0	1.0
2923.0	2.0
2924.0	1.0
2927.0	1.0
2930.0	2.0
2931.0	1.0
2934.0	1.0
2936.0	1.0
2937.0	1.0
2943.0	2.0
2945.0	1.0
2947.0	1.0
2948.0	1.0
2949.0	1.0
2950.0	1.0
2952.0	1.0
2954.0	1.0
2959.0	3.0
2960.0	2.0
2961.0	2.0
2963.0	1.0
2966.0	1.0
2967.0	1.0
2970.0	5.0
2971.0	1.0
2973.0	1.0
2977.0	1.0
2979.0	1.0
2980.0	1.0
2981.0	1.0
2985.0	1.0
2986.0	4.0
2989.0	2.0
2990.0	3.0
2991.0	1.0
2994.0	1.0
2995.0	2.0
2996.0	2.0
2998.0	1.0
2999.0	1.0
3001.0	1.0
3003.0	3.0
3004.0	1.0
3005.0	2.0
3006.0	2.0
3007.0	2.0
3008.0	1.0
3011.0	1.0
3012.0	3.0
3013.0	1.0
3017.0	1.0
3018.0	2.0
3020.0	1.0
3021.0	1.0
3022.0	2.0
3023.0	1.0
3025.0	1.0
3026.0	3.0
3027.0	3.0
3029.0	2.0
3030.0	1.0
3031.0	2.0
3032.0	1.0
3033.0	2.0
3034.0	1.0
3035.0	2.0
3037.0	1.0
3038.0	1.0
3039.0	2.0
3040.0	1.0
3042.0	1.0
3043.0	2.0
3044.0	2.0
3045.0	1.0
3046.0	1.0
3047.0	1.0
3048.0	2.0
3051.0	1.0
3052.0	2.0
3053.0	1.0
3054.0	1.0
3055.0	2.0
3056.0	2.0
3057.0	2.0
3059.0	1.0
3062.0	1.0
3063.0	1.0
3064.0	2.0
3065.0	1.0
3066.0	3.0
3071.0	2.0
3072.0	3.0
3073.0	1.0
3074.0	1.0
3075.0	1.0
3076.0	2.0
3078.0	1.0
3080.0	1.0
3081.0	2.0
3082.0	2.0
3083.0	1.0
3085.0	1.0
3088.0	1.0
3089.0	1.0
3090.0	1.0
3094.0	1.0
3097.0	2.0
3102.0	1.0
3104.0	1.0
3106.0	1.0
3109.0	1.0
3111.0	1.0
3112.0	1.0
3115.0	1.0
3116.0	2.0
3117.0	1.0
3119.0	1.0
3121.0	2.0
3123.0	1.0
3125.0	1.0
3131.0	1.0
3132.0	1.0
3134.0	2.0
3136.0	1.0
3137.0	1.0
3145.0	1.0
3146.0	1.0
3147.0	1.0
3148.0	2.0
3150.0	3.0
3163.0	1.0
3165.0	1.0
3166.0	1.0
3170.0	1.0
3172.0	1.0
3177.0	1.0
3180.0	1.0
3182.0	1.0
3183.0	2.0
3185.0	1.0
3186.0	2.0
3189.0	1.0
3190.0	1.0
3198.0	1.0
3206.0	1.0
3214.0	1.0
3215.0	2.0
3236.0	1.0
3239.0	1.0
3240.0	2.0
3243.0	2.0
3250.0	1.0
3251.0	1.0
3253.0	1.0
3260.0	1.0
3261.0	1.0
3274.0	1.0
3276.0	1.0
3277.0	1.0
3281.0	1.0
3285.0	1.0
3286.0	1.0
3287.0	1.0
3291.0	1.0
3292.0	1.0
3317.0	1.0
3323.0	1.0
3324.0	1.0
3328.0	2.0
3330.0	2.0
3333.0	1.0
3334.0	1.0
3338.0	1.0
3339.0	1.0
3343.0	1.0
3344.0	1.0
3346.0	1.0
3347.0	1.0
3350.0	1.0
3359.0	1.0
3363.0	1.0
3364.0	1.0
3367.0	1.0
3369.0	1.0
3375.0	1.0
3389.0	2.0
3392.0	1.0
3397.0	1.0
3398.0	1.0
3407.0	1.0
3411.0	3.0
3414.0	1.0
3415.0	2.0
3417.0	1.0
3426.0	1.0
3428.0	1.0
3431.0	1.0
3432.0	2.0
3435.0	1.0
3436.0	1.0
3438.0	1.0
3441.0	1.0
3448.0	1.0
3456.0	1.0
3459.0	1.0
3464.0	1.0
3466.0	1.0
3475.0	1.0
3499.0	1.0
3516.0	1.0
3567.0	1.0
3672.0	1.0
3680.0	1.0
3686.0	1.0
3731.0	1.0
3738.0	1.0
3777.0	1.0
3803.0	1.0
3806.0	1.0
3808.0	1.0
3824.0	1.0
3830.0	2.0
3845.0	1.0
3867.0	1.0
3906.0	1.0
3927.0	1.0
3939.0	1.0
3940.0	1.0
3941.0	1.0
3942.0	1.0
3948.0	1.0
3951.0	1.0
3952.0	1.0
3955.0	1.0
3959.0	1.0
3967.0	1.0
3977.0	1.0
3983.0	1.0
3990.0	1.0
4000.0	1.0
4002.0	1.0
4005.0	1.0
4010.0	1.0
4021.0	1.0
4064.0	1.0
4070.0	1.0
4261.0	1.0
4298.0	1.0
4346.0	1.0
4358.0	1.0
4370.0	1.0
4373.0	1.0
4375.0	1.0
4389.0	1.0
4392.0	1.0
4406.0	1.0
4410.0	1.0
4412.0	1.0
4424.0	1.0
4430.0	1.0
4435.0	1.0
4448.0	1.0
4455.0	1.0
4464.0	1.0
4476.0	1.0
4478.0	1.0
4483.0	2.0
4484.0	1.0
4485.0	1.0
4486.0	1.0
4488.0	3.0
4489.0	2.0
4491.0	1.0
4493.0	1.0
4494.0	1.0
4496.0	1.0
4498.0	1.0
4500.0	2.0
4501.0	2.0
4502.0	1.0
4506.0	2.0
4509.0	1.0
4510.0	1.0
4519.0	1.0
4520.0	1.0
4527.0	1.0
4539.0	1.0
4545.0	1.0
4546.0	1.0
4558.0	1.0
4570.0	1.0
4581.0	2.0
4582.0	1.0
4583.0	2.0
4585.0	1.0
4586.0	1.0
4589.0	1.0
4596.0	1.0
4601.0	2.0
4605.0	2.0
4613.0	1.0
4631.0	1.0
4638.0	1.0
4639.0	1.0
4642.0	1.0
4656.0	1.0
4657.0	1.0
4660.0	1.0
4661.0	2.0
4663.0	1.0
4666.0	1.0
4680.0	2.0
4691.0	1.0
4701.0	1.0
4702.0	2.0
4706.0	1.0
4707.0	1.0
4711.0	1.0
4712.0	1.0
4718.0	1.0
4722.0	1.0
4752.0	1.0
4757.0	1.0
4781.0	1.0
4782.0	1.0
4811.0	1.0
4814.0	1.0
4820.0	1.0
4821.0	1.0
4828.0	1.0
4851.0	1.0
4857.0	1.0
4901.0	1.0
4923.0	1.0
4930.0	1.0
4934.0	2.0
4935.0	1.0
4944.0	1.0
4952.0	1.0
4954.0	1.0
4965.0	1.0
4970.0	1.0
4971.0	1.0
4981.0	1.0
4984.0	1.0
