Sample	QualiMap_mqc-generalstats-qualimap-mean_coverage	QualiMap_mqc-generalstats-qualimap-percentage_aligned	QualiMap_mqc-generalstats-qualimap-mapped_reads	QualiMap_mqc-generalstats-qualimap-total_reads	QualiMap_mqc-generalstats-qualimap-general_error_rate	QualiMap_mqc-generalstats-qualimap-avg_gc	QualiMap_mqc-generalstats-qualimap-median_insert_size	QualiMap_mqc-generalstats-qualimap-1_x_pc	QualiMap_mqc-generalstats-qualimap-5_x_pc	QualiMap_mqc-generalstats-qualimap-10_x_pc	QualiMap_mqc-generalstats-qualimap-30_x_pc	QualiMap_mqc-generalstats-qualimap-50_x_pc	QualiMap_mqc-generalstats-qualimap-median_coverage
E04_Ron_S16_qualimap						38.76271690780956	275	99.92056497003193	99.78831308934159	98.44095284198006	41.399206472264574	8.460887686665535	27
E05_Mohamad__S22	62.5442	98.80860963177675	5242107.0	5305314.0	1.73								
E05_Mohamad__S22_qualimap						39.86315855689857	256	99.23313157203134	99.17026298613034	98.94847498643797	93.62657474785321	67.84462254788455	58
E06_Alina__S28	77.1389	98.80290793595505	6716843.0	6798224.0	1.43								
E06_Alina__S28_qualimap						40.19819885866801	223	99.24058400416875	99.20305039727798	99.04669738395778	95.86636785649215	82.11109470552405	71
E08_Ayouni__S34	77.2893	99.51221359048454	6807535.0	6840904.0	1.43								
E08_Ayouni__S34_qualimap						39.680393219289414	220	99.93332294160493	99.90620299816445	99.83547069799924	98.93801196913246	89.64189253938335	71
E09_Aahmad__S40	21.9726	61.067155700471055	1817819.0	2976754.0	2.1								
E09_Aahmad__S40_qualimap						39.3743552639921	304	99.19780243734014	98.08602459220349	90.19079789143879	15.116625216282989	1.4743312655438938	19
F01_Amelia__S6	84.0708	98.76575888271863	7358132.0	7450084.0	1.53								
F01_Amelia__S6_qualimap						40.50845570745631	225	99.85440612711662	99.71788513795019	99.45373507919854	95.12622454112226	82.02845167496703	74
F02_Jana_S11	78.5025	97.99610149338042	7175057.0	7321778.0	1.39								
F02_Jana_S11_qualimap						40.62155904645489	217	99.88491503528184	99.78464445277062	99.60585188661281	96.40693240701631	81.82561555567712	68
F04_Ahwar__S17	46.3117	99.175127093862	3967977.0	4000980.0	1.7000000000000002								
F04_Ahwar__S17_qualimap						38.99967791259045	246	99.92930060240494	99.86024633331702	99.47882328893269	76.65853013525836	25.298267967579452	39
F05_Vicky__S23	71.7533	97.39646686626163	7206349.0	7398984.0	1.3								
F05_Vicky__S23_qualimap						41.12118126389162	221	99.24499294856794	99.2161127176248	99.11776693546696	95.95147035416738	79.63614692807211	66
F06_Adriana__S29	46.6471	98.42745313093208	3919956.0	3982584.0	1.91								
F06_Adriana__S29_qualimap						39.324579545833934	281	99.23663569575157	99.20293523828246	99.03938478774346	77.73099763471649	30.386354317084535	40
F08_Jerry_S35	58.1239	99.00044293403549	5091571.0	5142978.0	1.6099999999999999								
F08_Jerry_S35_qualimap						39.70607850878429	240	99.93001623330555	99.87735566979146	99.73941164446634	94.58303601062917	56.43930031039462	52
F09_Jian_Rong__S41	47.3361	99.35771226664869	4127995.0	4154680.0	1.87								
F09_Jian_Rong__S41_qualimap						39.34537052587473	249	99.23666859832173	99.2081831982203	99.08082557483874	79.2716933842391	31.014217611840976	41
